"fatal","lowdem","terr500k10yr","interaction4","defense","caprat","contig","pnbdem_low","peaceyears","spline1","spline2","spline3"
0,-10,0,0,0,0.351211100816727,0,0,11,-1246.44323730469,-1194.302734375,-1071.99462890625
0,-7,0,0,0,0.268981873989105,0,0,16,-3406.87573242188,-3675.32983398438,-3298.9404296875
0,10,5,50,0,0.00863914657384157,0,0.375,39,-26962.85546875,-45226.77734375,-47748.84375
0,-8,0,0,0,0.00755287008360028,0,0,12,-1589.27563476562,-1550.52978515625,-1391.74060058594
0,-9,0,0,0,0.698465764522552,0,0.200000002980232,12,-1589.27563476562,-1550.52978515625,-1391.74060058594
0,-7,0,0,0,0.00115098874084651,0,0.600000023841858,27,-11972.84375,-17149.501953125,-15852.794921875
0,-9,3,-27,0,0.150879293680191,0,0.222222223877907,29,-14073.33984375,-20884.18359375,-19643.033203125
0,8,8,64,0,0.0030693463049829,0,0,27,-11972.84375,-17149.501953125,-15852.794921875
0,-9,10,-90,0,0.0683392360806465,0,0.375,23,-8265.859375,-10853.416015625,-9799.3671875
0,-9,0,0,0,0.247116968035698,0,0,15,-2886.05395507812,-3028.37841796875,-2718.2431640625
0,-4,0,0,0,0.00214921706356108,0,0.25,12,-1589.27563476562,-1550.52978515625,-1391.74060058594
0,-9,5,-45,0,0.702645123004913,0,0,44,-34844.3671875,-60810.375,-68095.65625
0,-8,0,0,0,0.139999985694885,0,0.800000011920929,12,-1589.27563476562,-1550.52978515625,-1391.74060058594
0,-6,0,0,0,0.0533980578184128,0,0,10,-948.756774902344,-897.297302246094,-805.405395507812
0,-10,0,0,0,0.415065318346024,0,0,19,-5231.39453125,-6154.56201171875,-5524.27587890625
0,-8,0,0,0,0.0570291802287102,0,0,11,-1246.44323730469,-1194.302734375,-1071.99462890625
0,-6,0,0,0,0.0661064386367798,1,0.111111111938953,20,-5926.05419921875,-7177.37841796875,-6443.2431640625
0,-5,0,0,0,0.0111386142671108,0,0.16666667163372,32,-17527.005859375,-27205.638671875,-26391.5234375
0,-7,10,-70,0,0.498771488666534,0,0,24,-9130.205078125,-12279.23828125,-11133.9248046875
0,-8,0,0,0,0.0572215691208839,0,0.200000002980232,62,-70557.921875,-134344.0625,-174374.65625
0,-9,9,-81,0,0.0476649478077888,0,0.25,16,-3406.87573242188,-3675.32983398438,-3298.9404296875
0,-1,0,0,0,0.0482774339616299,0,0.571428596973419,85,-131035.25,-263556.6875,-376970.59375
0,-9,9,-81,0,0.0296435989439487,0,0.25,18,-4579.80517578125,-5233.03759765625,-4697.12451171875
0,-9,10,-90,0,0.0471077784895897,0,0,23,-8265.859375,-10853.416015625,-9799.3671875
0,-9,0,0,0,0.07291229814291,0,0.166666701436043,20,-5926.05419921875,-7177.37841796875,-6443.2431640625
0,-8,0,0,0,0.00593119766563177,0,0,10,-948.756774902344,-897.297302246094,-805.405395507812
0,-9,0,0,0,0.548060715198517,0,0,11,-1246.44323730469,-1194.302734375,-1071.99462890625
0,-7,5,-35,0,0.0564485974609852,0,0,10,-948.756774902344,-897.297302246094,-805.405395507812
0,3,4,12,0,0.300400942564011,0,0.157894745469093,142,-333366.25,-708353.5,-1115091.75
0,-7,0,0,0,0.0221975576132536,0,0,11,-1246.44323730469,-1194.302734375,-1071.99462890625
0,-7,0,0,0,0.712885499000549,0,0,26,-10983.95703125,-15427.8974609375,-14155.8056640625
0,-7,0,0,0,0.290443480014801,0,0,27,-11972.84375,-17149.501953125,-15852.794921875
0,-8,0,0,0,0.294070929288864,0,0.0833333283662796,124,-263279.375,-553183.5,-854133.25
0,-8,10,-80,0,0.526865422725677,0,0.200000002980232,17,-3971.5458984375,-4408.42138671875,-3956.95678710938
0,-8,0,0,1,0.0903243124485016,0,0.25,127,-274645.25,-578296.5,-896207.75
0,-5,0,0,0,0.00880444888025522,0,0.200000002980232,28,-13002.724609375,-18968.470703125,-17680.259765625
0,5,0,0,0,0.306878328323364,0,0,36,-22686.44140625,-36951.30078125,-37576.99609375
0,5,0,0,0,0.0543478243052959,0,0,17,-3971.5458984375,-4408.42138671875,-3956.95678710938
0,-7,0,0,0,0.885356247425079,0,0,29,-14073.33984375,-20884.18359375,-19643.033203125
0,-9,0,0,0,0.118155620992184,0,0.125,13,-1976.99462890625,-1971.36218261719,-1769.47570800781
0,9,0,0,1,0.636871516704559,0,0.5,24,-9130.205078125,-12279.23828125,-11133.9248046875
0,-7,0,0,0,0.0733333304524422,0,0,12,-1589.27563476562,-1550.52978515625,-1391.74060058594
0,5,0,0,1,0.000441741140093654,0,0.615384638309479,18,-4579.80517578125,-5233.03759765625,-4697.12451171875
0,-1,0,0,0,0.000385752879083157,0,0.666666686534882,10,-948.756774902344,-897.297302246094,-805.405395507812
0,4,0,0,0,0.303745687007904,0,0.200000002980232,69,-87322.21875,-169770.25,-228645.9375
0,-8,0,0,1,0.298630118370056,1,0.111111111938953,15,-2886.05395507812,-3028.37841796875,-2718.2431640625
0,-7,0,0,0,0.043771043419838,0,0,10,-948.756774902344,-897.297302246094,-805.405395507812
0,8,0,0,1,0.0176059044897556,0,0.875,32,-17527.005859375,-27205.638671875,-26391.5234375
0,-7,0,0,1,0.37569060921669,0,0,27,-11972.84375,-17149.501953125,-15852.794921875
0,-5,2,-10,0,0.525841355323792,0,0.333333313465118,36,-22686.44140625,-36951.30078125,-37576.99609375
0,-4,0,0,0,0.0390309542417526,0,0,35,-21337.9453125,-34375.62109375,-34531.7578125
0,-7,1,-7,0,0.77629292011261,0,0.375,50,-45506.59375,-82371.1640625,-97931.671875
0,-7,1,-7,0,0.539975643157959,0,0.300000011920929,47,-40014.359375,-71208.09375,-82288.6015625
0,-3,0,0,0,0.00752020999789238,0,0,19,-5231.39453125,-6154.56201171875,-5524.27587890625
0,-7,2,-14,0,0.00486223632469773,0,0,22,-7443.5458984375,-9527.421875,-8575.95703125
0,-7,0,0,0,0.0764914080500603,0,0,52,-49343.65625,-90230.1796875,-109150.4453125
0,-7,0,0,0,0.0532607473433018,0,0.333333313465118,44,-34844.3671875,-60810.375,-68095.65625
0,10,0,0,0,0.367448955774307,0,0.5,60,-66051.453125,-124895.21875,-160143.5625
0,-2,0,0,0,0.771159887313843,0,0,34,-20028.3671875,-31892.37109375,-31655.654296875
0,-7,1,-7,0,0.549180328845978,0,0,15,-2886.05395507812,-3028.37841796875,-2718.2431640625
0,5,0,0,0,0.00347024877555668,0,0,36,-22686.44140625,-36951.30078125,-37576.99609375
0,8,0,0,1,0.48679319024086,0,0.615384638309479,53,-51314.078125,-94282.9375,-114993.34375
0,-6,0,0,1,0.0129685569554567,0,0.375,61,-68288.609375,-129581.4375,-167186.71875
0,-2,2,-4,0,0.4887315928936,0,0.222222223877907,27,-11972.84375,-17149.501953125,-15852.794921875
0,-7,1,-7,0,0.0341013856232166,0,0,26,-10983.95703125,-15427.8974609375,-14155.8056640625
0,-3,0,0,0,0.136842101812363,0,0.166666701436043,41,-30003.6328125,-51194.62890625,-55384.34765625
0,-9,0,0,0,0.184829279780388,0,0,28,-13002.724609375,-18968.470703125,-17680.259765625
0,-10,0,0,0,0.0314546972513199,0,0,15,-2886.05395507812,-3028.37841796875,-2718.2431640625
0,-9,5,-45,0,0.937052726745605,0,0.25,30,-15184.431640625,-22896.02734375,-21745.9453125
0,-9,1,-9,0,0.687356352806091,0,0,23,-8265.859375,-10853.416015625,-9799.3671875
0,5,0,0,0,0.52099996805191,0,0.400000005960464,40,-28464.43359375,-48166.02734375,-51481.9453125
0,-6,0,0,0,0.0476355440914631,0,0.125,36,-22686.44140625,-36951.30078125,-37576.99609375
0,-9,0,0,0,0.0137663250789046,0,0.16666667163372,11,-1246.44323730469,-1194.302734375,-1071.99462890625
0,-9,0,0,0,0.79878044128418,0,0.125,13,-1976.99462890625,-1971.36218261719,-1769.47570800781
0,-3,0,0,0,0.472085982561111,0,0.333333343267441,36,-22686.44140625,-36951.30078125,-37576.99609375
0,-7,0,0,0,0.00786912348121405,0,0.0833333283662796,21,-6663.5244140625,-8301.8701171875,-7458.859375
0,-9,0,0,0,0.655487775802612,1,0.125,10,-948.756774902344,-897.297302246094,-805.405395507812
0,-9,3,-27,0,0.718251824378967,0,0.363636374473572,49,-43640.4765625,-78566.1328125,-92558.140625
0,-9,0,0,0,0.33587783575058,0,0,27,-11972.84375,-17149.501953125,-15852.794921875
0,-5,2,-10,0,0.0522473305463791,0,0.333333343267441,31,-16335.740234375,-25003.3828125,-23993.83203125
0,-9,10,-90,0,0.27250936627388,0,0.300000011920929,29,-14073.33984375,-20884.18359375,-19643.033203125
0,-9,0,0,1,0.740102112293243,0,0,136,-309527.5,-655498.75,-1025961.875
0,3,0,0,0,0.744952142238617,0,0,19,-5231.39453125,-6154.56201171875,-5524.27587890625
0,-7,3,-21,0,0.529165744781494,0,0,23,-8265.859375,-10853.416015625,-9799.3671875
0,-9,0,0,1,0.0343536958098412,0,0,97,-168237.0625,-344387,-508090.75
0,10,0,0,0,0.0039525693282485,0,0.666666686534882,34,-20028.3671875,-31892.37109375,-31655.654296875
0,-9,0,0,0,0.517073154449463,0,0,21,-6663.5244140625,-8301.8701171875,-7458.859375
0,-9,10,-90,0,0.0963211357593536,0,0.125,18,-4579.80517578125,-5233.03759765625,-4697.12451171875
0,-7,0,0,0,0.0398753881454468,0,0,15,-2886.05395507812,-3028.37841796875,-2718.2431640625
0,-7,0,0,0,0.0661992207169533,0,0,28,-13002.724609375,-18968.470703125,-17680.259765625
0,-8,9,-72,0,0.285824209451675,0,0.294117659330368,12,-1589.27563476562,-1550.52978515625,-1391.74060058594
0,9,9,81,0,0.023840207606554,0,0.25,11,-1246.44323730469,-1194.302734375,-1071.99462890625
0,5,0,0,0,0.132948890328407,0,1,45,-36531.4609375,-64190.21875,-72663.5703125
0,-7,0,0,0,0.0617589838802814,0,0.25,51,-47407.7421875,-86259.3828125,-103462.8359375
0,-7,2,-14,0,0.460610121488571,0,0.200000002980232,48,-41809.640625,-74844.90625,-87343.3984375
0,-9,0,0,0,0.903225779533386,0,0,14,-2409.34057617188,-2462.18383789062,-2210.03247070312
0,0,5,0,0,0.194754093885422,0,0.333333343267441,74,-100204.8125,-197231.40625,-271497.59375
0,4,0,0,0,0.00124344800133258,0,0.666666686534882,54,-53318.75,-98417.015625,-120990.359375
0,-7,0,0,0,0.5,0,0.200000002980232,20,-5926.05419921875,-7177.37841796875,-6443.2431640625
0,-2,0,0,0,0.165002003312111,0,0.25,62,-70557.921875,-134344.0625,-174374.65625
0,10,0,0,0,0.0355920605361462,0,0.400000005960464,63,-72859.15625,-139182.5,-181706.203125
0,-10,0,0,0,0.226686269044876,0,0.111111111938953,70,-89839.5625,-175121.96875,-236950.0625
0,-8,2,-16,0,0.380874156951904,0,0,21,-6663.5244140625,-8301.8701171875,-7458.859375
0,-8,0,0,0,0.78723406791687,0,0.200000002980232,12,-1589.27563476562,-1550.52978515625,-1391.74060058594
0,7,0,0,0,0.0682787969708443,0,0.761904776096344,78,-111030.84375,-220435.21875,-308118.75
0,-1,0,0,1,0.0990476235747337,0,0.200000002980232,64,-75192.046875,-144096.109375,-189180.1875
0,-6,0,0,0,0.226019859313965,0,0,66,-79951.75,-154146.390625,-204550.828125
0,-5,0,0,0,0.439554125070572,0,0.214285716414452,155,-386319.5,-825967,-1314070
0,-6,4,-24,0,0.107467018067837,0,0,21,-6663.5244140625,-8301.8701171875,-7458.859375
0,-8,0,0,0,0.760273933410645,0,0,16,-3406.87573242188,-3675.32983398438,-3298.9404296875
0,-9,0,0,0,0.0574031211435795,0,0,18,-4579.80517578125,-5233.03759765625,-4697.12451171875
0,-7,0,0,0,0.149951130151749,0,0.333333343267441,32,-17527.005859375,-27205.638671875,-26391.5234375
0,-7,9,-63,0,0.0640591308474541,0,0,12,-1589.27563476562,-1550.52978515625,-1391.74060058594
0,-7,2,-14,0,0.0720829740166664,0,0.111111111938953,32,-17527.005859375,-27205.638671875,-26391.5234375
0,-7,0,0,0,0.0421719700098038,0,0.5,56,-57429.796875,-106926.765625,-133442.078125
0,-3,0,0,0,0.2365582883358,0,0.300000011920929,154,-382192.25,-816791.5,-1298521.25
0,-8,0,0,0,0.0771186500787735,0,0,29,-14073.33984375,-20884.18359375,-19643.033203125
0,-8,0,0,0,0.156301334500313,0,0.300000011920929,108,-205238,-425367.125,-641330.875
0,-7,0,0,0,0.82689243555069,0,0,20,-5926.05419921875,-7177.37841796875,-6443.2431640625
0,-7,0,0,0,0.0428064875304699,0,0,13,-1976.99462890625,-1971.36218261719,-1769.47570800781
0,8,0,0,0,0.190220043063164,0,0.833333313465118,91,-149197.125,-302929.25,-440555.1875
0,-1,0,0,0,0.318597584962845,0,0.200000002980232,42,-31580.1953125,-54311.9609375,-59454.875
0,-9,10,-90,0,0.214532002806664,0,0.16666667163372,25,-10036.32421875,-13804.2705078125,-12584.458984375
0,8,0,0,0,0.0982552841305733,0,0.5,46,-38254.875,-67656.328125,-77394.9375
0,9,3,27,0,0.120421469211578,0,0.538461565971375,34,-20028.3671875,-31892.37109375,-31655.654296875
0,-7,5,-35,0,0.034554623067379,0,0.375,44,-34844.3671875,-60810.375,-68095.65625
0,9,0,0,1,0.694444417953491,0,0.214285716414452,145,-345439.5,-735147,-1160350
0,-2,0,0,0,0.205891981720924,0,0,30,-15184.431640625,-22896.02734375,-21745.9453125
0,-6,0,0,0,0.0166530609130859,0,0,67,-82378.03125,-159281.8125,-212445.140625
0,-8,0,0,0,0.185950413346291,0,0,20,-5926.05419921875,-7177.37841796875,-6443.2431640625
0,-9,10,-90,0,0.561997711658478,0,0.200000002980232,24,-9130.205078125,-12279.23828125,-11133.9248046875
0,-10,0,0,0,0.10043279081583,0,0.111111111938953,62,-70557.921875,-134344.0625,-174374.65625
0,-9,0,0,0,0.711868762969971,0,0.25,24,-9130.205078125,-12279.23828125,-11133.9248046875
0,-6,0,0,0,0.838370621204376,0,0,28,-13002.724609375,-18968.470703125,-17680.259765625
0,-9,10,-90,0,0.07821836322546,0,0.25,26,-10983.95703125,-15427.8974609375,-14155.8056640625
0,-7,0,0,0,0.210089400410652,0,0.600000023841858,50,-45506.59375,-82371.1640625,-97931.671875
0,1,0,0,0,0.724258244037628,0,0,38,-25499.15625,-42377.49609375,-44186.20703125
0,-10,0,0,0,0.0899496302008629,0,0.333333343267441,41,-30003.6328125,-51194.62890625,-55384.34765625
0,-9,0,0,0,0.718531429767609,0,0.200000002980232,67,-82378.03125,-159281.8125,-212445.140625
0,-8,0,0,0,0.066867470741272,0,0.600000023841858,24,-9130.205078125,-12279.23828125,-11133.9248046875
0,-7,0,0,0,0.727796077728271,0,0,17,-3971.5458984375,-4408.42138671875,-3956.95678710938
0,-2,0,0,0,0.369386464357376,0,0.100000001490116,38,-25499.15625,-42377.49609375,-44186.20703125
0,-7,0,0,0,0.139455780386925,0,0,23,-8265.859375,-10853.416015625,-9799.3671875
0,5,0,0,0,0.0110861817374825,0,0.333333343267441,15,-2886.05395507812,-3028.37841796875,-2718.2431640625
0,-7,0,0,0,0.485188394784927,0,0,25,-10036.32421875,-13804.2705078125,-12584.458984375
0,-2,0,0,0,0.452138483524323,0,0,35,-21337.9453125,-34375.62109375,-34531.7578125
0,8,0,0,0,0.171896025538445,0,0.333333313465118,45,-36531.4609375,-64190.21875,-72663.5703125
0,-9,0,0,0,0.0964912250638008,0,0.16666667163372,27,-11972.84375,-17149.501953125,-15852.794921875
0,-6,0,0,0,0.0266666654497385,0,0.333333313465118,13,-1976.99462890625,-1971.36218261719,-1769.47570800781
0,-9,6,-54,0,0.00806495640426874,1,0,13,-1976.99462890625,-1971.36218261719,-1769.47570800781
0,3,0,0,0,0.0239904168993235,0,0,19,-5231.39453125,-6154.56201171875,-5524.27587890625
0,-9,0,0,0,0.0371986702084541,0,0.25,24,-9130.205078125,-12279.23828125,-11133.9248046875
0,10,0,0,1,0.638527154922485,0,0.444444447755814,63,-72859.15625,-139182.5,-181706.203125
0,-4,0,0,0,0.0916744619607925,0,0,32,-17527.005859375,-27205.638671875,-26391.5234375
0,-7,0,0,0,0.00396368745714426,0,0,12,-1589.27563476562,-1550.52978515625,-1391.74060058594
0,3,10,30,0,0.133304476737976,0,0.333333343267441,14,-2409.34057617188,-2462.18383789062,-2210.03247070312
0,-9,0,0,0,0.750472545623779,0,0,18,-4579.80517578125,-5233.03759765625,-4697.12451171875
0,-7,8,-56,0,0.24189455807209,0,0.200000002980232,46,-38254.875,-67656.328125,-77394.9375
0,-7,0,0,0,0.00406810315325856,0,0,14,-2409.34057617188,-2462.18383789062,-2210.03247070312
0,-7,0,0,0,0.0696744695305824,0,0,61,-68288.609375,-129581.4375,-167186.71875
0,7,0,0,1,0.00644329888746142,0,0.666666686534882,11,-1246.44323730469,-1194.302734375,-1071.99462890625
0,-7,0,0,0,0.229768797755241,0,0.200000002980232,19,-5231.39453125,-6154.56201171875,-5524.27587890625
0,-7,3,-21,0,0.819297254085541,0,0,36,-22686.44140625,-36951.30078125,-37576.99609375
0,0,0,0,0,0.0515190288424492,0,0,34,-20028.3671875,-31892.37109375,-31655.654296875
0,-10,0,0,0,0.12662647664547,0,0.111111111938953,16,-3406.87573242188,-3675.32983398438,-3298.9404296875
0,0,0,0,0,0.962199330329895,0,0.100000001490116,19,-5231.39453125,-6154.56201171875,-5524.27587890625
0,-9,10,-90,0,0.0577952191233635,0,0,15,-2886.05395507812,-3028.37841796875,-2718.2431640625
0,-9,10,-90,0,0.254647821187973,0,0.16666667163372,33,-18757.96875,-29502.173828125,-28943.853515625
0,-9,10,-90,0,0.0707497373223305,0,0,34,-20028.3671875,-31892.37109375,-31655.654296875
0,-9,3,-27,0,0.108113504946232,0,0.200000002980232,32,-17527.005859375,-27205.638671875,-26391.5234375
0,4,0,0,0,0.000252083642408252,0,0.625,29,-14073.33984375,-20884.18359375,-19643.033203125
0,-7,0,0,0,0.0610465109348297,0,0,30,-15184.431640625,-22896.02734375,-21745.9453125
0,6,0,0,0,0.737288117408752,0,0.142857134342194,33,-18757.96875,-29502.173828125,-28943.853515625
0,-7,0,0,0,0.0159574467688799,0,0,12,-1589.27563476562,-1550.52978515625,-1391.74060058594
0,-7,0,0,0,0.0938586369156837,0,0.25,40,-28464.43359375,-48166.02734375,-51481.9453125
0,-7,0,0,0,0.0843373537063599,0,0.25,24,-9130.205078125,-12279.23828125,-11133.9248046875
0,2,9,18,0,0.00850795954465866,0,0.125,15,-2886.05395507812,-3028.37841796875,-2718.2431640625
0,-4,0,0,0,0.0475298278033733,0,0.125,13,-1976.99462890625,-1971.36218261719,-1769.47570800781
0,-10,7,-70,0,0.221415609121323,0,0.142857134342194,17,-3971.5458984375,-4408.42138671875,-3956.95678710938
0,-1,0,0,1,0.0421052612364292,0,0.200000002980232,12,-1589.27563476562,-1550.52978515625,-1391.74060058594
0,-7,0,0,0,0.0298913046717644,0,0.111111111938953,15,-2886.05395507812,-3028.37841796875,-2718.2431640625
0,-7,0,0,0,0.331577867269516,0,0,15,-2886.05395507812,-3028.37841796875,-2718.2431640625
0,-9,8,-72,0,0.195682123303413,0,0,14,-2409.34057617188,-2462.18383789062,-2210.03247070312
0,-10,0,0,0,0.00105172221083194,0,0.200000002980232,23,-8265.859375,-10853.416015625,-9799.3671875
0,-7,0,0,0,0.20568959414959,0,0.200000002980232,59,-63846.75,-120286.015625,-153246.359375
0,-8,0,0,0,0.423204958438873,0,0,22,-7443.5458984375,-9527.421875,-8575.95703125
0,10,0,0,0,0.0076485900208354,0,0.681818187236786,10,-948.756774902344,-897.297302246094,-805.405395507812
0,-9,0,0,0,0.0375378616154194,0,0,25,-10036.32421875,-13804.2705078125,-12584.458984375
0,-5,0,0,0,0.00666868733242154,0,0.214285716414452,11,-1246.44323730469,-1194.302734375,-1071.99462890625
0,10,4,40,1,0.817246377468109,0,0.615384638309479,167,-436380,-937337,-1503055
0,-8,0,0,0,0.21063981950283,0,0.125,19,-5231.39453125,-6154.56201171875,-5524.27587890625
0,-7,0,0,0,0.327978998422623,1,0.600000023841858,48,-41809.640625,-74844.90625,-87343.3984375
0,-10,9,-90,0,0.67990654706955,0,0.200000002980232,39,-26962.85546875,-45226.77734375,-47748.84375
0,10,0,0,0,0.000221399241127074,0,0.333333343267441,15,-2886.05395507812,-3028.37841796875,-2718.2431640625
0,-1,0,0,0,0.0556757524609566,0,0.200000002980232,59,-63846.75,-120286.015625,-153246.359375
0,6,0,0,0,0.260969251394272,0,0.5,123,-259522.125,-544886.875,-840249.375
0,-6,0,0,0,0.551282048225403,0,0.222222223877907,38,-25499.15625,-42377.49609375,-44186.20703125
0,-2,1,-2,0,0.178861781954765,0,0,33,-18757.96875,-29502.173828125,-28943.853515625
0,-6,1,-6,0,0.0815939232707024,0,0,21,-6663.5244140625,-8301.8701171875,-7458.859375
0,-7,0,0,0,0.636160671710968,0,0,19,-5231.39453125,-6154.56201171875,-5524.27587890625
0,0,0,0,0,0.0408856086432934,0,0.16666667163372,90,-146107.6875,-296218.75,-429676.5625
0,7,0,0,1,0.00802139099687338,0,1,19,-5231.39453125,-6154.56201171875,-5524.27587890625
0,-9,0,0,0,0.103370785713196,0,0,22,-7443.5458984375,-9527.421875,-8575.95703125
0,-9,8,-72,0,0.26289963722229,0,0.200000002980232,19,-5231.39453125,-6154.56201171875,-5524.27587890625
0,-7,1,-7,0,0.0611932575702667,0,0.25,42,-31580.1953125,-54311.9609375,-59454.875
0,-9,0,0,0,0.248463556170464,0,0,23,-8265.859375,-10853.416015625,-9799.3671875
0,-7,1,-7,0,0.701149463653564,0,0,25,-10036.32421875,-13804.2705078125,-12584.458984375
0,-1,0,0,0,0.235257595777512,0,0,31,-16335.740234375,-25003.3828125,-23993.83203125
0,-8,1,-8,0,0.946331799030304,0,0,37,-24073.6015625,-39618.80078125,-40795.19921875
0,9,6,54,0,0.436158210039139,0,0.25,41,-30003.6328125,-51194.62890625,-55384.34765625
0,-10,10,-100,0,0.0338434018194675,0,0.375,29,-14073.33984375,-20884.18359375,-19643.033203125
0,-7,0,0,0,0.132969588041306,0,0.214285716414452,30,-15184.431640625,-22896.02734375,-21745.9453125
0,-1,0,0,0,0.0249199531972408,0,0.125,29,-14073.33984375,-20884.18359375,-19643.033203125
0,-7,0,0,0,0.241832822561264,0,0,74,-100204.8125,-197231.40625,-271497.59375
0,-8,0,0,0,0.263929605484009,0,0,10,-948.756774902344,-897.297302246094,-805.405395507812
0,6,0,0,0,0.007114811334759,0,0.333333343267441,51,-47407.7421875,-86259.3828125,-103462.8359375
0,-1,0,0,0,0.0095882685855031,0,0.428571432828903,12,-1589.27563476562,-1550.52978515625,-1391.74060058594
0,3,0,0,0,0.806691467761993,0,0.75,75,-102868.75,-202931.3125,-280461.40625
0,-9,8,-72,1,0.465031772851944,0,0.375,41,-30003.6328125,-51194.62890625,-55384.34765625
0,5,10,50,0,0.0601529516279697,0,0.142857104539871,28,-13002.724609375,-18968.470703125,-17680.259765625
0,10,0,0,0,0.000552966259419918,0,1,28,-13002.724609375,-18968.470703125,-17680.259765625
0,-10,1,-10,0,0.148449689149857,0,0,25,-10036.32421875,-13804.2705078125,-12584.458984375
0,-9,0,0,0,0.939199984073639,0,0,18,-4579.80517578125,-5233.03759765625,-4697.12451171875
0,10,0,0,0,0.186904892325401,0,0.666666686534882,47,-40014.359375,-71208.09375,-82288.6015625
0,-1,0,0,0,0.216885015368462,0,0.125,33,-18757.96875,-29502.173828125,-28943.853515625
0,1,1,1,0,0.00188501400407404,0,0.25,12,-1589.27563476562,-1550.52978515625,-1391.74060058594
0,-2,0,0,0,0.706989288330078,1,0,12,-1589.27563476562,-1550.52978515625,-1391.74060058594
0,-10,2,-20,1,0.0955485180020332,0,0,18,-4579.80517578125,-5233.03759765625,-4697.12451171875
0,-10,8,-80,0,0.0661853179335594,0,0.200000002980232,42,-31580.1953125,-54311.9609375,-59454.875
0,-6,0,0,0,0.257211536169052,0,0,30,-15184.431640625,-22896.02734375,-21745.9453125
0,-9,0,0,0,0.0524380505084991,0,0.125,13,-1976.99462890625,-1971.36218261719,-1769.47570800781
0,5,1,5,0,0.176715761423111,1,0.461538463830948,79,-113807.40625,-226402.5625,-317589.28125
0,-7,2,-14,0,0.110498331487179,0,0.125,18,-4579.80517578125,-5233.03759765625,-4697.12451171875
0,7,0,0,1,0.0078328987583518,0,1,15,-2886.05395507812,-3028.37841796875,-2718.2431640625
0,4,0,0,0,0.014558233320713,0,0,17,-3971.5458984375,-4408.42138671875,-3956.95678710938
0,-9,4,-36,0,0.166912510991096,0,0.200000002980232,12,-1589.27563476562,-1550.52978515625,-1391.74060058594
0,-8,0,0,0,0.134688690304756,0,0,18,-4579.80517578125,-5233.03759765625,-4697.12451171875
0,8,0,0,0,0.164184808731079,0,0.200000002980232,34,-20028.3671875,-31892.37109375,-31655.654296875
0,7,0,0,0,0.244713768362999,0,0.28571429848671,22,-7443.5458984375,-9527.421875,-8575.95703125
0,-5,0,0,0,0.153905943036079,0,0.466666668653488,108,-205238,-425367.125,-641330.875
0,8,0,0,0,0.00735294166952372,0,0.875,15,-2886.05395507812,-3028.37841796875,-2718.2431640625
0,-9,8,-72,1,0.363981068134308,0,0,15,-2886.05395507812,-3028.37841796875,-2718.2431640625
0,-1,0,0,0,0.668003976345062,0,0.125,38,-25499.15625,-42377.49609375,-44186.20703125
0,-8,0,0,0,0.000860338448546827,0,0.400000005960464,13,-1976.99462890625,-1971.36218261719,-1769.47570800781
0,-10,3,-30,0,0.0411099679768085,0,0,27,-11972.84375,-17149.501953125,-15852.794921875
0,-7,0,0,0,0.00347705138847232,0,0.666666686534882,24,-9130.205078125,-12279.23828125,-11133.9248046875
0,-9,0,0,0,0.134815648198128,0,0.222222223877907,18,-4579.80517578125,-5233.03759765625,-4697.12451171875
0,-6,0,0,0,0.110376991331577,0,0.16666667163372,60,-66051.453125,-124895.21875,-160143.5625
0,-10,0,0,0,0.139269411563873,0,0,21,-6663.5244140625,-8301.8701171875,-7458.859375
0,4,0,0,0,0.0036996437702328,0,0,15,-2886.05395507812,-3028.37841796875,-2718.2431640625
0,-7,5,-35,0,0.0227808319032192,0,0.222222223877907,23,-8265.859375,-10853.416015625,-9799.3671875
0,5,5,25,0,0.332652360200882,0,0.25,43,-33193.859375,-57517.4140625,-63692.3671875
0,7,0,0,1,0.0153529364615679,0,0.666666686534882,139,-321393,-681798.75,-1070285
0,3,0,0,0,0.0144546655938029,0,0.5,10,-948.756774902344,-897.297302246094,-805.405395507812
0,-7,0,0,0,0.6454918384552,0,0,69,-87322.21875,-169770.25,-228645.9375
0,-1,10,-10,0,0.183927088975906,0,0.125,14,-2409.34057617188,-2462.18383789062,-2210.03247070312
0,-9,1,-9,0,0.059478223323822,0,0.25,51,-47407.7421875,-86259.3828125,-103462.8359375
0,-7,0,0,0,0.952935636043549,0,0.25,45,-36531.4609375,-64190.21875,-72663.5703125
0,-8,0,0,0,0.00137343781534582,0,0.125,45,-36531.4609375,-64190.21875,-72663.5703125
0,7,0,0,0,0.48761260509491,0,0.600000023841858,65,-77556.3125,-149084.265625,-196795.453125
0,-6,0,0,0,0.183808952569962,0,0.210526317358017,76,-105561.25,-208698.96875,-289553.65625
0,6,5,30,0,0.673024475574493,0,0.142857134342194,36,-22686.44140625,-36951.30078125,-37576.99609375
0,-9,0,0,0,0.0718762651085854,0,0,11,-1246.44323730469,-1194.302734375,-1071.99462890625
0,-7,0,0,0,0.060734461992979,0,0,18,-4579.80517578125,-5233.03759765625,-4697.12451171875
0,-9,0,0,0,0.116751275956631,0,0.111111111938953,13,-1976.99462890625,-1971.36218261719,-1769.47570800781
0,6,0,0,0,0.309062004089355,0,0.555555582046509,33,-18757.96875,-29502.173828125,-28943.853515625
