"fatal","lowdem","terr500k10yr","interaction4","defense","caprat","contig","pnbdem_low","peaceyears","spline1","spline2","spline3"
1,-7,0,0,0,0.671977519989014,1,0,0,0,0,0
1,-7,0,0,0,0.0444493591785431,1,0.153846204280853,11,-1246.44323730469,-1194.302734375,-1071.99462890625
1,-10,2,-20,0,0.37335017323494,1,0,0,0,0,0
1,-5,0,0,0,0.825704753398895,1,0,126,-270841.25,-569889,-882113.625
1,7,0,0,1,0.383288741111755,1,0.600000023841858,6,-206.659454345703,-193.816223144531,-173.967575073242
1,-7,0,0,1,0.00772764394059777,0,0,17,-3971.5458984375,-4408.42138671875,-3956.95678710938
1,2,2,4,0,0.180180191993713,1,0,0,0,0,0
1,-4,0,0,0,0.101300351321697,1,0.111111111938953,0,0,0,0
1,-4,0,0,0,0.76709794998169,1,0.200000002980232,33,-18757.96875,-29502.173828125,-28943.853515625
1,-7,10,-70,0,0.281038224697113,1,0.200000002980232,3,-25.8324317932129,-24.2270278930664,-21.7459468841553
1,-9,0,0,0,0.951227903366089,1,0.16666667163372,14,-2409.34057617188,-2462.18383789062,-2210.03247070312
1,-10,0,0,1,0.0670500323176384,1,0,46,-38254.875,-67656.328125,-77394.9375
1,-7,0,0,0,0.0444493591785431,1,0.153846204280853,11,-1246.44323730469,-1194.302734375,-1071.99462890625
1,-10,0,0,0,0.0662915930151939,1,0.0833333283662796,14,-2409.34057617188,-2462.18383789062,-2210.03247070312
1,-10,2,-20,0,0.357765257358551,1,0.16666667163372,1,-0.956756770610809,-0.897297322750092,-0.805405378341675
1,-5,10,-50,0,0.661858320236206,0,0.125,18,-4579.80517578125,-5233.03759765625,-4697.12451171875
1,-7,0,0,0,0.826984822750092,0,0,18,-4579.80517578125,-5233.03759765625,-4697.12451171875
1,-7,0,0,0,0.0358146093785763,0,0,8,-489.859466552734,-459.416229248047,-412.367553710938
1,-1,0,0,1,0.383444726467133,1,0,5,-119.594596862793,-112.162162780762,-100.675674438477
1,-7,0,0,0,0.075909435749054,1,0,0,0,0,0
1,-10,10,-100,0,0.166178554296494,1,0.200000002980232,0,0,0,0
1,-7,0,0,0,0.0356759540736675,0,0,15,-2886.05395507812,-3028.37841796875,-2718.2431640625
1,-7,0,0,0,0.0444493591785431,1,0.153846204280853,11,-1246.44323730469,-1194.302734375,-1071.99462890625
1,-7,0,0,0,0.667317628860474,1,0,0,0,0,0
1,-9,9,-81,0,0.56816828250885,1,0.25,3,-25.8324317932129,-24.2270278930664,-21.7459468841553
1,-7,0,0,0,0.185372367501259,0,0,16,-3406.87573242188,-3675.32983398438,-3298.9404296875
1,-5,0,0,0,0.825704753398895,1,0,126,-270841.25,-569889,-882113.625
1,-6,0,0,0,0.896692931652069,1,0.16666667163372,0,0,0,0
1,-6,1,-6,0,0.896692931652069,1,0.16666667163372,0,0,0,0
1,-8,0,0,1,0.667808175086975,1,0.200000002980232,0,0,0,0
1,-9,0,0,0,0.71926611661911,1,0,6,-206.659454345703,-193.816223144531,-173.967575073242
1,-10,10,-100,0,0.118476152420044,1,0.222222194075584,4,-61.2324333190918,-57.4270286560059,-51.5459442138672
1,-7,2,-14,0,0.887409389019012,0,0,41,-30003.6328125,-51194.62890625,-55384.34765625
1,-9,0,0,1,0.0520256496965885,1,0.200000002980232,2,-7.65405416488647,-7.17837858200073,-6.4432430267334
1,-9,10,-90,0,0.973536729812622,1,0.125,0,0,0,0
1,-7,5,-35,0,0.0217312555760145,0,0,17,-3971.5458984375,-4408.42138671875,-3956.95678710938
1,-10,3,-30,0,0.357765257358551,1,0.16666667163372,1,-0.956756770610809,-0.897297322750092,-0.805405378341675
1,-10,10,-100,0,0.166178554296494,1,0.200000002980232,0,0,0,0
1,4,8,32,1,0.337750941514969,1,0.0714285671710968,38,-25499.15625,-42377.49609375,-44186.20703125
1,-8,10,-80,0,0.568535506725311,0,0,19,-5231.39453125,-6154.56201171875,-5524.27587890625
1,-9,0,0,1,0.111439667642117,1,0.5,45,-36531.4609375,-64190.21875,-72663.5703125
1,4,10,40,0,0.149506568908691,1,0.16666667163372,1,-0.956756770610809,-0.897297322750092,-0.805405378341675
1,-7,0,0,0,0.326253890991211,1,0.600000023841858,31,-16335.740234375,-25003.3828125,-23993.83203125
1,1,10,10,0,0.210242852568626,1,0.111111111938953,1,-0.956756770610809,-0.897297322750092,-0.805405378341675
1,-9,7,-63,0,0.637093722820282,1,0.25,1,-0.956756770610809,-0.897297322750092,-0.805405378341675
1,-9,0,0,0,0.331207633018494,1,0,11,-1246.44323730469,-1194.302734375,-1071.99462890625
1,-7,9,-63,0,0.175414368510246,1,0.0714285671710968,2,-7.65405416488647,-7.17837858200073,-6.4432430267334
1,-7,0,0,0,0.116601169109344,1,0,0,0,0,0
1,-7,8,-56,0,0.0954658910632133,1,0.200000002980232,4,-61.2324333190918,-57.4270286560059,-51.5459442138672
1,-7,5,-35,0,0.100325964391232,0,0,15,-2886.05395507812,-3028.37841796875,-2718.2431640625
1,-7,0,0,0,0.5712730884552,1,0,15,-2886.05395507812,-3028.37841796875,-2718.2431640625
1,-7,0,0,0,0.24040125310421,0,0,18,-4579.80517578125,-5233.03759765625,-4697.12451171875
1,-7,0,0,0,0.5712730884552,1,0,15,-2886.05395507812,-3028.37841796875,-2718.2431640625
1,-1,0,0,1,0.263905316591263,1,0.571428596973419,1,-0.956756770610809,-0.897297322750092,-0.805405378341675
1,-5,0,0,0,0.579151809215546,0,0,16,-3406.87573242188,-3675.32983398438,-3298.9404296875
1,-7,0,0,0,0.667317628860474,1,0,0,0,0,0
1,-9,0,0,1,0.571402549743652,1,0.222222223877907,3,-25.8324317932129,-24.2270278930664,-21.7459468841553
1,-9,5,-45,0,0.0538269467651844,0,0.25,1,-0.956756770610809,-0.897297322750092,-0.805405378341675
1,-9,0,0,0,0.105396158993244,0,0.125,3,-25.8324317932129,-24.2270278930664,-21.7459468841553
1,-10,4,-40,0,0.328344404697418,1,0.16666667163372,1,-0.956756770610809,-0.897297322750092,-0.805405378341675
1,-7,0,0,0,0.666399359703064,1,0,2,-7.65405416488647,-7.17837858200073,-6.4432430267334
1,-9,0,0,0,0.400220364332199,0,0.28571429848671,59,-63846.75,-120286.015625,-153246.359375
1,-8,10,-80,0,0.596862733364105,1,0.25,2,-7.65405416488647,-7.17837858200073,-6.4432430267334
1,-9,4,-36,1,0.577517092227936,1,0.28571429848671,14,-2409.34057617188,-2462.18383789062,-2210.03247070312
1,-9,8,-72,0,0.0452966056764126,0,0.25,10,-948.756774902344,-897.297302246094,-805.405395507812
1,-10,10,-100,0,0.166178554296494,1,0.200000002980232,0,0,0,0
1,-5,0,0,0,0.101184390485287,1,0,0,0,0,0
1,9,8,72,1,0.0167789068073034,1,0.142857104539871,8,-489.859466552734,-459.416229248047,-412.367553710938
1,-8,0,0,0,0.304730474948883,0,0,15,-2886.05395507812,-3028.37841796875,-2718.2431640625
