,atwards,X,id,cid,cowcode,year,warstds,ptime,yrint,autonomy,rf,popdense,auto98,dem98,pol98,army85,milgnp92,milper,milex,trade,logpop,ienergy,ienercap,lnienc,gdpmkt,gdpcap,irgdp,decade,regy,neth_war,nmgdp,nmie,nmdie,autch98,demch98,polch98,moslem,christ,jewish,eastorth,hindu,buddhist,sinic,indi_ani,atheist,other,rgdpch,gdppp,rgdpa_,lngdp_,rgdppca,expgdp,primexp,sxpold,sxpnew,sxpnew100,agexp,fuelexp,manuexp,nmp4,nmp4l,nmdp4l,nmp4m,nmp4ml,nmdp4ml,p4mchg,period5,ptwds,fedpol3,semipol3,centpol3,autdpi,munidpi,statedpi,authdpi,stcondpi,primeg,seceduc,pri,sec,secm,educyrs,primeduc,higheduc,xrreg,xrcomp,xropen,xconst,parreg,parcomp,polcomp,partfree,major,presi,incumb,inst,lmtnest,oil,anoc,dem,elfo2,ethfrac2,warhist,warhist2cow,wwgdpcap,mirps,sip2,gdpgrowth,avgnabo,part,illiteracy,pregch,warstns,warstnsb,atwarns,yrbeg,mobeg,yrend,moend,ehet,drace,dlang,drel,popns,pgrowth,popdensi,illit,illitm,infant,life,energy,irst,elfo,etdo4590,auto4,dem4,pol4,pol4m,nmpol4m,nmpol4m2,geo,gdpen,gdpgro,gdpgro3,mtnest,ncontig,ethfrac,ef,plural,second,numlang,relfrac,plurrel,muslim,nwstate,instab,anocl1,ssafrica,reg,ager,reginst,durable,exrec,exconst,exrecm,exconstm,iexrec,iexcon,polity2,durable2,xrreg2,xrcomp2,xropen2,xconst2,parreg2,exrec2,exconst2,polcomp2,poldiff,inst2,inst3,fuel,ifuel,oil2,ld_warstns,ld_warstnsb,ld_instab,ld_inst2,ld_inst3,ln_gdpen,lpopns,coldwar,anoc2,lnmtn,warnsl1,auto4l1,pol4l1,dem4l1,pol4ml1,regd4ml1,coldl1,lpopnsl1,gdpl1,grol1,oil2l1,illitl1,infal1,pdensl1,ef1,ethfrl1,nwstl1,mtnl1,lnmtnl1,etdol1,musl1,regl1,agerl1,rinstl1,anoc2l1,durabl1,durab2l1,iexrecl1,iexconl1,pol2l1,poll1,poldiffl1,inst2l1,inst3l1,gdpl1m,inst3l1m,anoc2l1m,oil2l1m,lpopns1m,musl1m,grol1m,ptwns,spl1wns,spl2wns,spl3wns,ptwbns,spl1wbns,spl2wbns,spl3wbns,cowcode2,primkey2,filter,filter1960,geo1,geo2,geo34,geo57,geo69,geo8,region,regionyear,ln_gdpen_region,regd4,regd4_alt,regd4m,nmdp4,nmdp4_alt,nmdp4m,nat_war,tnatwar,nmdgdp,indepyear,ef2,mirps0,mirps1,mirps2,mirps3,sxpsq,sxpsq100,pol4sq,ln_popns,decade1,decade2,decade3,decade4,independ,tip,anocracy,proxregc,sxpnew.2,sxpsq.2
1542,0,2180,165,39,40,1996,0,615,51,0,35.51098777,121.011933,3.965995652,3.969436807,0.003441155,131838.7692,3.365603219,123.9045799,2156116.498,72.96069819,15.41050354,66.33041838,5.45E-06,-13.57059624,69403077172,3574.08706,4544.517762,3,4586.004624,0,4506.937442,133.3812255,103.3568979,0,0,0,0,1,0.111007591,0.085380738,0.125107342,0.111806551,0.049306683,0.265711923,0.099419895,0.477007941,4402.877027,5721.808235,4389.727656,7.884714338,4741.278946,33.69481163,4523333.398,0.178289216,0.158796475,15.8796475,8.428917296,15.54824276,32.83713554,7.5,-0.371118396,-0.673439793,7.5,-0.316404229,-0.653197771,0,11,36,0.131342094,0.058174762,1,0,1,0,0,0.449467531,88.03497843,44.02403907,88.15812098,43.86250064,45.91436546,5.060578589,3.696333393,0.150484524,2,0,0,1,4,1,1,0,0,0,0,0,1.694107056,0,0,0,2210.161521,0.0012762,1,0.000909526,7.653413325,1,0,0.02247962,1.039560199,1,4,34,0,0,0,0,0,0,0,34,34,0,0,11019000,0.005016417,121.011933,35.02888864,29.56799057,68.33497265,61.43539868,41259.61266,3456.499463,37.83726516,0.453076279,7,0,-7,-7,7.5,-0.327352652,9,3.987099611,0.026057782,0.053172944,4.441783905,0,0.035723601,0.213400006,0.879999995,0.109999999,1,0.254999995,85,0,0,0,0,0,1,44,0,34,5,1,5,1,5,1,-7,35,2,0,0,1,4,5,1,1,0,0,0,16.01355566,15.87311651,0,0,0,0,0,0,0.8616214,16.21513176,0,0,1.491056085,0,7,-7,0,-7,5.545000076,0,16.21012688,3.996514263,0.025838278,0,34.97606945,68.33497265,120.9858921,0.213400006,0.035723601,0,4.441783905,1.491056085,0.455295071,0,1,44,0,0,34,34,5,1,-7,-7,0,0,0,3.958615811,0,0,0,16.21012688,0,0.025978115,36,-14472,-24832,-21257,37,-15233.89063,-25934.72266,-23659.48242,40,401996,401996,401996,0,0,0,0,1,0,5,51996,1.093158722,7,7,7,7,7,7,0,0,1.093158722,1909,0.045539562,0,1,0,0,0.05307989,5.307989,49,16.21513176,0,0,0,0,1,36,0,3.39E-21,0.099233836,0.099233836
1543,0,2181,165,39,40,1997,0,627,52,0,35.5117033,121.6138358,3.960090836,3.976755097,0.016664262,131293.6559,3.360099405,123.1694329,2121214.311,73.03916952,15.40910455,66.46637584,5.46E-06,-13.57021359,69599399239,3587.182825,4552.966296,3,4591.005169,0,4512.03338,134.3187799,104.512105,0,0,0,0,1,0.111411239,0.085294092,0.125107119,0.111960584,0.0495326,0.264958311,0.099802271,0.47753142,4412.030693,5735.639736,4398.30661,7.886558665,4748.433626,33.73028845,4525621.122,0.178418377,0.15893978,15.893978,8.441909783,15.52057553,32.85364513,8,-0.363591606,-0.662694308,8,-0.308734588,-0.642513537,0,11,37,0.131089928,0.058414855,1,0,1,0,0,0.450089071,88.03462223,44.05384903,88.15492128,43.88942207,45.9384486,5.063437572,3.697315351,0.150673269,2,0,0,1,4,1,1,0,0,0,0,0,1.694107056,0,0,0,2211.037839,0.0012762,1,0.000836333,7.656062802,1,0,0.022483891,1.039560199,1,3.900000095,35,0,0,0,0,0,0,0,34,34,0,0,11059000,0.003630094,121.6138358,35.02955724,29.58181056,68.25474127,61.45752091,40919.63161,3432.060358,37.84010465,0.452633746,7,0,-7,-7,8,-0.319362405,9,3.994910786,0.02603487,0.053102943,4.441783905,0,0.035723601,0.213400006,0.879999995,0.109999999,1,0.254999995,85,0,0,0,0,0,1,45,0,35,5,1,5,1,5,1,-7,36,2,0,0,1,4,5,1,1,0,0,0,15.98659696,15.85026947,0,0,0,0,0,0,0.86352979,16.21875572,0,0,1.491056085,0,7,-7,0,-7,6.272999763,0,16.21513176,4.004393097,0.025820594,0,34.98280256,68.25474127,121.6295458,0.213400006,0.035723601,0,4.441783905,1.491056085,0.454837411,0,1,45,0,0,35,35,5,1,-7,-7,0,0,0,3.966673553,0,0,0,16.21513176,0,0.025982339,37,-15233.89063,-26383.70313,-22938.46289,38,-16007.10938,-27462.77734,-25419.85156,40,401997,401997,401997,0,0,0,0,1,0,5,51997,1.121491432,8,8,8,8,8,8,0,0,1.121491432,1909,0.045539562,0,1,0,0,0.053264728,5.3264728,49,16.21875572,0,0,0,0,1,37,0,8.47E-22,0.100646607,0.100646607
1544,0,2182,165,39,40,1998,0,639,53,0,35.45888741,119.0681041,3.959024146,3.98056874,0.021544594,131865.0982,3.354456556,123.0818165,2054719.882,72.75717516,15.41388781,66.56438494,5.41E-06,-13.57999932,69971169978,3589.353849,4556.813082,3,4593.362,0,4521.606672,134.9715793,104.8076035,0,0,0,0,1,0.112099256,0.084552062,0.125167847,0.112210632,0.04974633,0.265206879,0.100237505,0.476917622,4412.76098,5752.779724,4396.466055,7.883080994,4727.167352,33.57814995,4533624.673,0.177230851,0.15770766,15.770766,8.512559354,15.32893029,32.91409149,8,-0.364035333,-0.663949511,8,-0.30951835,-0.643929366,0,11,38,0.132630601,0.058739168,1,0.050952819,1.41751571,0.844179651,0.496463218,0.449145207,87.94865902,43.91015496,88.10246549,43.80302137,45.84616915,5.055625335,3.692306709,0.149985937,2,0,0,1,4,1,1,0,0,0,0,0,1.694107056,0,0,0,2206.518066,0.0012762,1,0.001159283,7.656077111,1,0,0.022551476,1.039560199,1,3.700000048,36,0,0,0,0,0,0,0,34,34,0,0,11103210,0.003997649,119.0681041,35.15449941,29.71669883,68.47224873,61.40937302,40721.7298,3407.094143,37.78813859,0.451451191,7,0,-7,-7,8,-0.31981083,9,3.988736616,0.026239045,0.053509341,4.441783905,0,0.035723601,0.213400006,0.879999995,0.109999999,1,0.254999995,85,0,0,0,0,0,1,46,0,36,5,1,5,1,5,1,-7,37,2,0,0,1,4,5,1,1,0,0,0,15.83234434,15.66814658,0,0,0,0,0,0,0.859200243,16.22274399,0,0,1.491056085,0,7,-7,0,-7,6.454999924,0,16.21875572,3.998653532,0.026020259,0,35.0856683,68.47224873,118.9527645,0.213400006,0.035723601,0,4.441783905,1.491056085,0.453689692,0,1,46,0,0,36,36,5,1,-7,-7,0,0,0,3.960239412,0,0,0,16.21875572,0,0.026167473,38,-16007.10938,-27965.62891,-24674.70313,39,-16791,-29017.5,-27230,40,401998,401998,401998,0,0,0,0,1,0,5,51998,1.132017374,8,8,8,8,8,8,0,0,1.132017374,1909,0.045539562,0,1,0,0,0.052597588,5.2597588,49,16.22274399,0,0,0,0,1,38,0,2.12E-22,0.088499761,0.088499761
1545,0,2183,165,39,40,1999,0,651,54,0,35.46786819,118.6517136,3.96867885,3.968263707,-0.000415143,129836.409,3.348989478,120.3043376,1976911.612,72.75049401,15.40545228,64.9665492,5.40E-06,-13.58803943,68402765725,3568.34281,4543.310498,3,4585.535031,0,4509.619797,134.6992808,104.5761694,0,0,0,0,1,0.110919828,0.084419519,0.125101782,0.111811492,0.049282808,0.267023768,0.10006406,0.475916862,4392.355491,5733.438732,4378.054188,7.877864217,4702.389223,33.5798519,4491566.755,0.177623464,0.157979009,15.7979009,8.548398606,15.29994005,32.78895944,7.75,-0.373531136,-0.673252868,7.75,-0.319030849,-0.652635806,0,11,39,0.132013394,0.058930155,1,0.050575374,1.416956078,0.841439502,0.495642314,0.445452312,87.81152865,43.78328057,87.97043449,43.62862864,45.67861962,5.042121114,3.683880351,0.149222345,1,0,0,1,4,1,1,0,0,0,0,0,1.694107056,0,0,0,2214.18503,0.0012762,1,0.001330837,7.650514384,1,0,0.022534017,1.039560199,1,3.599999905,37,0,0,0,0,0,0,0,34,34,0,0,11147596,0.016866035,118.6517136,35.28471264,29.83334939,68.67509901,61.35813821,39603.1908,3319.539414,37.87632604,0.451502648,7,0,-7,-7,7.75,-0.329555587,9,3.975526401,0.026224382,0.053542008,4.441783905,0,0.035723601,0.213400006,0.879999995,0.109999999,1,0.254999995,85,0,0,0,0,0,1,47,0,37,5,1,4,1,4,1,-7,38,2,0,0,1,4,5,1,1,0,0,0,1.27276504,1.27276504,0,0.008693988,0.008834809,0.117668579,0.109419836,0.119635512,0.855477381,16.22673416,0,0,1.491056085,0,7,-7,0,-7,6.454999924,0,16.22274399,3.98562944,0.026043169,0,35.21182469,68.67509901,118.5621788,0.213400006,0.035723601,0,4.441783905,1.491056085,0.453747528,0,1,47,0,0,37,37,5,1,-7,-7,0,0,0,3.947660415,0,0,0,16.22274399,0,0.026191891,39,-16791,-29576,-26462.5,40,-17584.89063,-30597.22266,-29086.81445,40,401999,401999,401999,0,0,0,0,1,0,5,51999,1.124007225,8,8,8,8,8,8,0,0,1.124007225,1909,0.045539562,0,1,0,0,0.052729652,5.2729652,49,16.22673416,0,0,0,0,1,39,0,5.29E-23,0.091174853,0.091174853
1546,0,2184,165,39,40,2000,0,663,55,0,35.46574836,118.7479133,3.958071296,3.98240657,0.024335274,131764.3627,3.351500866,122.891116,2043065.328,72.74402808,15.41250471,66.18085702,5.41E-06,-13.57955171,69607571458,3585.544072,4557.238444,3,4593.904628,0,4522.776479,135.5436458,105.3464249,0,0,0,0,1,0.111834445,0.084575531,0.125114564,0.11209413,0.049639138,0.26549674,0.100154377,0.476725147,4411.335048,5752.428309,4396.610121,7.883056905,4731.424625,33.56446303,4523891.461,0.177295492,0.157692188,15.7692188,8.509638129,15.3242698,32.90809523,-0.230027463,-0.362145741,-0.662362312,-0.183874274,-0.307450898,-0.642263958,0,12,40,0.132680771,0.058828127,1,0.051558,1.417380977,0.844122787,0.496979487,0.447625354,87.94028729,43.90542533,88.09774288,43.78400602,45.83075872,5.055411877,3.6921517,0.149926911,2.424360681,1.761542762,3.339448598,1,4,1,1,0,0,0,0,1,2.092220994,0,0,0,2208.911336,0.210974049,1,0.001370997,7.65592042,1,0,0.022573669,1.039560199,1,3.400000095,38,0.000227999,0.000302077,0.006001518,11.69949067,0.027309777,9.495521816,0.027972521,38.92114457,6.618186721,23.13710779,9.250271106,19575342.16,0.016854659,118.7479133,35.15902888,29.71818893,68.44933982,61.41121342,40639.51261,3403.89438,37.8177494,0.451721136,7,0,-7,-7,-0.196179661,-0.317622348,4.965246329,3.988605267,0.026238242,0.053546353,17.23562229,0.159202934,0.366761338,0.44067175,0.675711586,0.15227393,6.029614752,0.351542231,73.95402683,23.74298488,0.021600102,0.1182264,0.192263555,0.226317926,1,48,0,38,4,2.24864465,5.290969442,3.989440885,5.287433262,3.978094884,-0.227003836,21.12824903,0.652265806,-0.014134382,1.547508695,2.122133495,2.031318739,3.406005866,2.122133495,3.116200333,0.998835619,0.108938356,0.119523916,15.84056582,15.67889119,0.128919069,0.008633018,0.008764405,0.117632895,0.109327885,0.119496353,0.859439548,15.51084058,0,0.190927373,2.312459486,0,7,-7,0,-7,6.272999763,0,16.22673416,3.99827191,0.026034174,0,35.09388922,68.44933982,118.633885,0.213400006,0.035723601,0,4.441783905,1.491056085,0.453936726,0,1,48,0,0,38,38,4,1,-7,-7,0,0,0,3.960144752,0,0,0,16.22673416,0,0.026179459,19.41441807,-6233.621716,-10276.24094,-8924.058781,19.94566144,-6405.608322,-10396.68232,-9393.397816,40,402000,402000,402000,0.194369319,0.097451159,0.126224147,0.145457554,0.215283175,0.221214645,3.753478046,39509.83719,0.831231098,7,8,7,7,8,7,0,0,0.820806459,1909,0.263780003,0,1,0,0,0.052570312,5.2570312,49,15.51084058,0,0,0,0,1,43.76549624,0,1.32E-23,0.08834723,0.08834723
1547,0,2200,35,40,352,1960,0,12,0,0.005491131,36,118.3179315,0,8,8,126181.4362,3.355344995,116.3599374,1909342.016,72.95828773,13.25864029,0.460000008,8.00E-07,-14.0351696,67707063722,3527.870639,2037,1,3437.693115,0,4476.70041,131.5925263,102.2068179,0,0,0,1,0,0,1,0,0,0,0,0,1,2037,5713.443778,2037,7.619233608,2458.333008,33.54478766,4452584.153,0.179145211,0.158689304,15.8689304,8.472950257,15.43379037,32.54501582,10,-0.419458699,-0.71860907,3.333333254,-0.363149035,-0.694849648,0.046039547,4,0,0.131044974,0.058560889,1,0.049862023,1.411209037,0.839007903,0.492110056,0.442650966,102,43.4159378,87.63147503,43.23061024,45.25115404,4.980000019,4.070000172,0.039999999,3,3,4,3.987088378,3.829123115,2.726897695,5.045489417,0,0,0,0,3,2.302584887,0,0,1,1225,0.121509999,0,0.000985127,7.619233608,1.911002662,0.460283531,0.022508304,0.432204524,2.430801861,34.13797023,23.18821056,0,0,0,0,0,0,0,38,0,20,18,573000,0.016646495,118.3179315,35.48004058,29.98382214,69.03112035,61.20527465,460,0,35,1,3.934586449,3.977842734,0.043256285,0.042272076,3.333333015,-0.371111466,3,2.036999941,0.026104214,0.053589675,9,0,0.348582894,0.35920009,0.779999971,0.180000007,2,0.357600003,78,18,1,0,0,0,0.583225016,34.05181427,0,20.66113359,5.28541336,7,8,7,8,7,8,0,3,3,4,7,2,8,7,7,0.992378843,0.110630204,0.122041443,15.93848434,15.74274798,0,0,0,0,0,0,0.711478114,13.25864124,1,0,2.197224617,0.011584113,1.971490943,0.043256285,2.013763019,0.042272076,0.188164966,1,13.24811459,3.975280747,0.02614275,0.129321991,35.41387204,69.03112035,118.2455496,0.441999486,0.368293143,0.031309731,17.26040475,2.310950759,0.456760636,24.01613482,0.583225016,34.05181427,0,0.195312166,20.66113359,20.6018016,5.281074059,3.972707569,-0.237756064,-0.237756064,0.996445601,0.113038251,0.125430364,2.036999941,0.125652565,0,0,13.24811459,18,0.026197847,0,0,0,0,0,0,0,0,352,3521960,3521960,3521960,0,0,1,0,0,0,3,31960,0.432666749,-7,-7,-7,-7,-7,-7,0,0.44327659,0.432666749,1960,0.129024699,0.145234682,0.169777759,0.313737773,0.371249786,0.053352937,5.3352937,61.3193601,13.25864124,1,0,0,0,1,0,0,0.147560918,0.098177291,0.098177291
1548,0,2201,35,40,352,1961,0,24,1,0,36,62.22943878,0,8,8,13000,3.353156685,1,6124,72.85917539,13.26212978,0.430000007,7.00E-07,-14.10610008,69268973380,3546.541186,2196,1,3437.693115,0,4491.098908,133.0222557,103.4575307,0,0,0,1,0,0,1,0,0,0,0,0,1,2196,5727.41249,2037,7.619233608,2650.220703,33.54136235,4488409.082,0.178897588,0.158503891,15.8503891,8.495417973,15.39242115,32.65431191,5.666666508,-0.40288617,-0.703632166,5.666666508,-0.346377588,-0.681061442,0.048654009,4,1,0.131959335,0.058646581,1,0.050689211,1.415248081,0.841616891,0.493733073,0.443652097,102,47,102,43.37555505,45.41085079,4.980000019,4.070000172,0.039999999,3,3,4,7,2,3,7,0,0,0,0,3,2.302584887,0,0,1,1225,0.121509999,0,0.001014382,7.694392681,3,0.937851429,0.078056,0.778637886,4,34.09005142,0,0,0,0,0,0,0,0,38,0,20,18,575000,0.01674891,62.22943878,35.40360107,29.90655754,68.85036589,69.20729828,430,0,35,1,0,8,8,8,5.666666985,-0.355090456,3,2.196000099,0.078055963,0.05341548,9,0,0.348582894,0.35920009,0.779999971,0.180000007,2,0.357600003,78,18,1,0,0,0,0,1,0,0,8,7,8,7,8,7,8,1,3,3,4,7,2,8,7,7,0,0,0,15.88500002,15.7000246,0,0,0,0,0,0,0.786637545,13.26212502,1,0,2.197224617,0,0,8,8,8,-3.167000055,1,13.25864124,2.036999941,0.025976473,0,35.32824557,68.85036589,118.421263,0.35920009,0.348582894,1,9,2.197224617,1,18,0,1,0,0,0,0,8,7,8,8,0.997956132,0.11255316,0.124668592,2.036999941,0,0,0,13.25864124,18,0.078055963,1,-0.888888896,-0.703703701,-0.462962955,1,-0.888888896,-0.722222209,-0.481481493,352,3521961,3521961,3521961,0,0,1,0,0,0,3,31961,0.756805539,-7,-7,-6.5,-7,-7,-6.5,0,0,0.756805539,1960,0.129024699,0,0,0,1,0.053298369,5.3298369,64,13.26212502,1,0,0,0,1,1,0,1,0.096349398,0.096349398
1549,0,2202,35,40,352,1962,0,36,2,0,36,62.44588852,3.998577041,3.913983523,-0.084593518,13000,3.362732828,1,6441,72.95702219,13.2656002,0.430000007,7.00E-07,-14.10956955,62424187809,3490.677484,2437,1,3437.693115,0,4449.817162,131.7996108,103.0055448,0,0,0,1,0,0,1,0,0,0,0,0,1,2437,5643.222525,2037,7.619233608,4600.052016,33.49792619,4340165.631,0.178892077,0.159507361,15.9507361,8.699778679,15.40195209,32.1775715,5.666666508,-0.467471335,-0.776269232,5.666666508,-0.409717195,-0.752899952,0,4,2,0.128971089,0.05882422,1,0.048989152,1.40557994,0.828197173,0.494160125,0.435143787,102,47,102,43.02488605,45.09365672,4.980000019,4.070000172,0.039999999,3,3,4,7,2,3,7,0,0,0,0,3,2.302584887,0,0,1,1225,0.121509999,0,0.001117403,7.798522949,3,0.937851429,0.109745003,0.584842026,4,34.4657441,1,0,0,0,0,0,0,0,38,0,20,18,577000,0.017194157,62.44588852,35.79514224,30.22199015,69.58636744,69.20729828,430,0,35,1,0,8,8,8,5.666666985,-0.419536167,3,2.437000036,0.109744988,0.196367204,9,0,0.348582894,0.35920009,0.779999971,0.180000007,2,0.357600003,78,18,0,0,0,0,0,2,0,1,8,7,8,7,8,7,8,2,3,3,4,7,2,8,7,7,0,0,0,15.89230676,15.6626115,0,1,1,0,1,1,0.890767813,13.26559734,1,0,2.197224617,0,0,8,8,8,-2.582999945,1,13.26212502,2.196000099,0.078055963,0,35.72793894,69.58636744,62.22943878,0.35920009,0.348582894,1,9,2.197224617,1,18,0,2,0,0,1,1,8,7,8,8,0,0,0,2.196000099,0,0,0,13.26212502,18,0.078055963,2,-7.111111164,-5.629629612,-3.703703642,2,-7.111111164,-5.777777672,-3.85185194,352,3521962,3521962,3521962,0,0,1,0,0,0,3,31962,0.795466602,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,0,0,0.795466602,1960,0.129024699,0,0,0,1,0.053607636,5.3607636,64,13.26559734,1,0,0,0,1,2,0,0.25,0.1062421,0.1062421
1550,1,2203,35,40,352,1963,1,46,3,0,36,62.55411148,4.155039116,3.100052946,-1.05498617,13000,4.064824358,1,6812,48.08736894,13.26733017,0.49000001,8.00E-07,-13.98068047,55320397882,1451.565198,2571,1,3437.693115,0,3235.540226,46.3853013,26.51584396,0,0,0,1,0,0,1,0,0,0,0,0,1,2571,2884.651604,2037,7.619233608,2168.28462,21.20648197,3845121.017,0.10733232,0.102530471,10.2530471,13.85569068,14.52463216,28.08219252,4,-2.608121072,-3.306920992,4,-2.359196126,-3.060970753,0,4,3,0.046068048,0.078898475,1,0.094381215,0.935908569,0.819583804,0.245053222,0.560618204,102,47,102,34.98567876,36.99390862,4.980000019,4.070000172,0.039999999,2.232921411,1.542720218,2.990192608,7,2,3,7,0,0,0,0,3,2.302584887,0,0,1,1225,0.121509999,0,0.615573804,7.852050304,3,0.937851429,0.054985601,0.584842026,4,44.01885601,2,1,1,1,1963,11,1967,10,38,0,20,18,578000,0.019748633,62.55411148,40.30630218,31.98324092,99.12566058,69.20729828,490,0,35,1,0,8,8,8,4,-2.484960491,3,2.571000099,0.054985639,0.170765027,9,0,0.348582894,0.35920009,0.779999971,0.180000007,2,0.357600003,78,18,0,0,0,0,0,3,0,2,8,-77,5.29419727,3.587131595,8,6.833333015,0,0,-77,-77,-77,-77,-77,-77,-77,-77,0,1,1,14.96649806,14.11840897,0,0.055031038,0,1,1,1,0.944294989,13.26732922,1,1,2.197224617,0,0,8,8,8,-2.082999945,1,13.26559734,2.437000036,0.109744988,0,40.80828031,99.12566058,62.44588852,0.35920009,0.348582894,0,9,2.197224617,1,18,0,3,0,0,2,2,8,7,8,8,0,0,0,2.437000036,0,0,0,13.26559734,18,0.109744988,3,-24,-19,-12.5,3,-24,-19.5,-13,352,3521963,3521963,3521963,0,0,1,0,0,0,3,31963,0.778320968,-7,-7,-7,-7,-7,-7,0,0,0.778320968,1960,0.129024699,0,0,0,1,0.0220941,2.20941,64,13.26732922,1,0,0,0,1,3,0,0.0625,-0.455464156,-0.455464156
1551,1,2204,35,40,352,1964,0,53,4,0,36,62.77056122,4.142096292,3.109575397,-1.032520895,13000,3.998943907,2,7008,47.53847469,13.27077961,0.49000001,8.00E-07,-13.98412991,57579081609,1473.6854,2283,1,3437.693115,0,3242.89752,46.42430271,26.10250533,0,0,0,1,0,0,1,0,0,0,0,0,1,2283,2892.685048,2037,7.619233608,2106.838141,20.99171506,3925183.239,0.106369611,0.102421137,10.2421137,3.696242094,14.58688082,3.026403904,4,-2.588073707,-3.275355439,4,-2.322572328,-3.008732603,-8,4,7.074834889,0.0444294,0.076202941,1,0.083021864,0.926917457,0.81799447,0.244999999,0.546750211,102,47,102,34.93631845,36.91768008,4.980000019,4.070000172,0.039999999,2.237278858,1.545795866,2.980825807,3.55955674,3.412581664,2.328729399,4.200549069,0,0,0,0,3,2.302584887,0,1,0,1225,0.121509999,0,0.565680875,7.733245373,1.648386311,0.390019639,-0.112018697,0.409742504,4,44.02332441,0,0.797258174,0,1,1963,11,1967,10,38,0,20,18,580000,0.020273136,62.77056122,40.27404805,31.91258486,99.60024202,69.20729828,490,0,35,1,4.119710433,3.092077116,-1.027633318,0,4,-2.448059637,3,2.282999992,-0.112018667,-0.06319245,9,0,0.348582894,0.35920009,0.779999971,0.180000007,2,0.357600003,78,18,0,1,1,0,0,4,0,0,5.282293593,-77,5.306339665,3.592066943,8,6.666666985,0,0,-77,-77,-77,-77,-77,-77,-77,-77,0,1,1,0,0,0,0.05314498,0,1,1,1,0.825490355,13.27078342,1,1,2.197224617,1,-77,-1.027633318,-77,0,-3.538000107,1,13.26732922,2.571000099,0.054985639,0,40.77436405,99.60024202,62.55411148,0.35920009,0.348582894,0,9,2.197224617,1,18,0,4,0,1,0,0,8,6.833333015,0,0,0,1,1,2.571000099,1,1,0,13.26732922,18,0.054985639,10.32693172,-2408.840521,-3624.285499,-2883.146908,0,0,0,0,352,3521964,3521964,3521964,0,0,1,0,0,0,3,31964,0.846376121,-7,-7,-7,-7,-7,-7,0,0,0.846376121,1960,0.129024699,0.168887995,0.289629342,0.26569102,0.275791643,0.022019126,2.2019126,47.10903635,13.27078342,1,0,0,0,1,17.93111391,1,1,-0.456542024,-0.456542024
1552,0,2205,35,40,352,1965,0,65,5,0,36,62.98701096,3.82258075,3.976299929,0.153719179,13000,3.427414497,2,7561,69.10366937,13.27423,0.550000012,9.00E-07,-13.87205982,82391398706,3448.830268,2717,1,3698.412109,0,4453.626372,133.0911854,101.9014446,0,0,0,1,0,0,1,0,0,0,0,0,1,2717,5402.824246,2717,7.907283783,4698.424552,31.91382813,4970699.072,0.167109825,0.146118383,14.6118383,3.807135105,0,0.763656974,3.666666746,-0.256462093,-0.672529536,3.666666746,-0.192227165,-0.612207352,0,5,0,0.1330988,0.055571908,1,0.085074986,1.328686059,0.840122973,0.541092222,0.50669524,91,47,102,44.32013398,46.70697424,4.889999866,3.869999886,0.039999999,2.415865448,1.765020816,3.377500129,4.013652232,3.734837278,2.750074287,5.126052427,0,0,0,0,3,2.302584887,0,1,0,1225,0.121509999,0,0.004438567,7.907283783,1.862230813,0.471546436,0.1901007,0.385307193,4,34.46284217,0,0.00164673,0,1,1963,11,1967,10,38,0,20,18,582000,0.017386918,62.98701096,35.05425063,29.25114351,69.12185766,69.20729828,550,0,35,1,3.81675296,3.992788186,0.176035226,0,3.666666985,-0.200390982,3,2.717000008,0.190100744,0.056787241,9,0,0.348582894,0.35920009,0.779999971,0.180000007,2,0.357600003,78,18,0,1,1,0,0,5,0,0,5.324981618,-77,5.315006378,3.998051604,8,6.5,0,0,-77,-77,-77,-77,-77,-77,-77,-77,0,1,1,16.23696203,0,0,0.013198082,0,1,0,1,0.999528348,13.27422619,1,1,2.197224617,1,-77,0.176035226,-77,0,-3.538000107,1,13.27078342,2.282999992,-0.112018667,0,35.09289221,69.12185766,62.77056122,0.35920009,0.348582894,0,9,2.197224617,1,18,0,5,0,1,0,0,8,6.666666985,0,0,0,1,1,2.282999992,1,1,0,13.27078342,18,-0.112018667,19.60626054,-6365.666521,-10525.81694,-9163.614633,1,-0.888888896,-0.722222209,-0.481481493,352,3521965,3521965,3521965,0,0,1,0,0,0,3,31965,0.88517487,-7,-7,-7,-7,-7,-7,0,0,0.88517487,1960,0.129024699,0.161886003,0.184440165,0.283230846,0.370442986,0.046204591,4.6204591,59.57101029,13.27422619,1,0,0,0,1,44.32833465,1,1,-0.025753042,-0.025753042
